method,backbone,dataset,configuration,configuration_role,protocol,native_evaluation_role,baseline_reference_protocol,count_in_primary_summary,task_adaptation,status,n_units,tau_nonint_dAUC_mean,tau_nonint_dAUC_lo,tau_nonint_dAUC_hi,tau_nonint_negDP_mean,tau_nonint_negDP_lo,tau_nonint_negDP_hi,tau_nonint_negEO_mean,tau_nonint_negEO_lo,tau_nonint_negEO_hi,tau_I_dAUC_mean,tau_I_dAUC_lo,tau_I_dAUC_hi,tau_I_dAUC_sign_stability,tau_I_dAUC_resolved,tau_I_negDP_mean,tau_I_negDP_lo,tau_I_negDP_hi,tau_I_negDP_sign_stability,tau_I_negDP_resolved,tau_I_negEO_mean,tau_I_negEO_lo,tau_I_negEO_hi,tau_I_negEO_sign_stability,tau_I_negEO_resolved,tau_pkg_dAUC_mean,tau_pkg_dAUC_lo,tau_pkg_dAUC_hi,tau_pkg_negDP_mean,tau_pkg_negDP_lo,tau_pkg_negDP_hi,tau_pkg_negEO_mean,tau_pkg_negEO_lo,tau_pkg_negEO_hi,tau_I_dAUC_auc_selector_mean,tau_I_dAUC_auc_selector_lo,tau_I_dAUC_auc_selector_hi,tau_I_dAUC_auc_selector_sign_stability,tau_I_dAUC_auc_selector_resolved,tau_I_negDP_auc_selector_mean,tau_I_negDP_auc_selector_lo,tau_I_negDP_auc_selector_hi,tau_I_negDP_auc_selector_sign_stability,tau_I_negDP_auc_selector_resolved,tau_I_negEO_auc_selector_mean,tau_I_negEO_auc_selector_lo,tau_I_negEO_auc_selector_hi,tau_I_negEO_auc_selector_sign_stability,tau_I_negEO_auc_selector_resolved,nonint_larger_negDP,nonint_larger_negEO,caveat
FairGNN,GCN,pokec_n,default,primary,controlled,,same_protocol,True,,complete,30,0.0003571123657267565,-0.0024333580093013067,0.0029829960839462366,-0.0037535752000629713,-0.0122814685647891,0.0068069196960760334,-0.001030854114969724,-0.009540124506708242,0.0069663425607291276,-0.005895447951256361,-0.00836202160797401,-0.00368829015492358,0.9333333333333333,False,-0.003922356821659583,-0.01568436915039828,0.006971975686088758,0.5333333333333333,False,3.173030202510002e-05,-0.01129152219958395,0.012808432069121509,0.5,False,-0.005538335585529604,-0.008264135194560948,-0.0029193196850252384,-0.007675932021722555,-0.02280982266765723,0.00630848740300785,-0.0009991238129446248,-0.015453036876941308,0.012189264021440507,-0.00563578863454497,-0.00808456413936764,-0.003397158893721945,0.9333333333333333,False,0.0026543914746238184,-0.00804077742108693,0.01302285633446454,0.6,False,0.003153038205808727,-0.006975633265139149,0.01339635669293238,0.5333333333333333,False,False,True,
FairGNN,GCN,pokec_n_g,default,primary,controlled,,same_protocol,True,,complete,30,0.0006167530441768949,-0.002241657248658552,0.0033670091118603793,-0.0044001144873914945,-0.011391461158731683,0.002680346043589288,-0.00398430844511537,-0.011792773729756525,0.0030441889376920436,-0.005861039554374118,-0.00832352622238575,-0.0036341062250526586,0.9,False,-0.00490737538878745,-0.010834102613744656,0.00022288743168781322,0.6333333333333333,False,-0.008442991229106571,-0.014959079315098328,-0.002021350799834495,0.6666666666666666,False,-0.005244286510197223,-0.00807240096803115,-0.0025495969760301225,-0.009307489876178942,-0.019778132371701618,-4.866656524619078e-05,-0.012427299674221938,-0.021272586993102933,-0.003087024106147194,-0.0056911988933483594,-0.00822958078828444,-0.0033208956503754457,0.9,False,-0.004245534931481023,-0.012941287930396256,0.004033026895393244,0.5666666666666667,False,-0.006146507740237462,-0.01357199987002262,0.0009375629976304319,0.6,False,False,False,
FairGNN,GCN,pokec_z,default,primary,controlled,,same_protocol,True,,complete,30,0.024260233680935345,0.018222095153037424,0.030828038258468377,-0.0363698748477489,-0.0580299568456297,-0.01631449722019313,-0.028941337266973104,-0.048425345934138296,-0.009227870063310141,-0.007030128603089603,-0.010747748310503865,-0.003488519969715184,0.6333333333333333,False,-0.017961795022491765,-0.0340993691809975,-0.005237436079416074,0.7,False,-0.013582394797678357,-0.026274874945730525,-0.001730461342237266,0.6333333333333333,False,0.017230105077845743,0.009857276137845572,0.024433483297928694,-0.05433166987024065,-0.07939895220615154,-0.028361709599362857,-0.042523732064651446,-0.06513595294175628,-0.019725370844912472,-0.0029904741833228295,-0.005399309734124164,-0.00045180458281891383,0.6,False,-0.007925842439283909,-0.021714421817392592,0.004805231577518282,0.6,False,-0.008408319878172402,-0.024139088726418942,0.0050099153742312625,0.5666666666666667,False,True,True,
FairGNN,GCN,pokec_z_g,default,primary,controlled,,same_protocol,True,,complete,30,0.02419127429467882,0.017816844311214164,0.030983840994837548,-0.002325310621647453,-0.012089172435449368,0.007838742913440217,-0.01121924614438342,-0.023191222936485272,-6.0178902334867774e-05,-0.006960510014670895,-0.010360416493492699,-0.0035262319859000343,0.6333333333333333,False,0.001159880801971113,-0.006453273147355571,0.009015444117404216,0.5333333333333333,False,0.009117785424708183,-0.0006838483792048652,0.019291187783486877,0.6333333333333333,False,0.017230764280007926,0.009819904055421262,0.024355115704730985,-0.0011654298196763393,-0.012551945857308261,0.009603705133668088,-0.0021014607196752364,-0.013885031602772352,0.009602030187153311,-0.0034426330587836213,-0.006184690736928403,-0.0006410688978077551,0.6333333333333333,False,-0.005108902504086717,-0.009811322382567787,-0.0008144015645815587,0.7,False,-0.00010370706759047638,-0.007490921458537517,0.007126451392555585,0.5,False,True,True,
FairGNN,GAT,pokec_n,upstreamGAT,robustness,controlled,,same_protocol,False,,complete,30,-0.12313313435347745,-0.15551570029678335,-0.09237767413894443,-0.0707403049784384,-0.14380639344490603,0.007357005313233337,-0.06105899578244458,-0.13522015001987941,0.015908678228725305,0.004706302460421827,-0.009302148688294817,0.02190350974292623,0.5,False,0.048300305191206386,-0.024393722126395512,0.12772512291997404,0.5333333333333333,False,0.04046819370927649,-0.03257435109677543,0.11685069297719217,0.6,False,-0.11842683189305564,-0.15418612638585932,-0.08664623176245616,-0.022439999787232053,-0.09764392207796589,0.05001736340120043,-0.020590802073168088,-0.08986422069007942,0.04575808333898538,0.0028048749685570845,-0.012710440841435583,0.02249382060336862,0.5333333333333333,False,-0.0138699343739243,-0.049696347752165894,0.02017498797732771,0.625,False,-0.014949819034702242,-0.06183594695744503,0.019922334613043827,0.5416666666666666,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairGNN,GAT,pokec_z,upstreamGAT,robustness,controlled,,same_protocol,False,,complete,30,-0.052015281000809446,-0.08076731305189437,-0.02668036688566814,-0.03952391935488273,-0.08650254850341867,0.0009909880429553016,-0.02633612193492169,-0.05910114554438712,0.004071336208497085,-0.04529716038722558,-0.07106550777380785,-0.02301692079467741,0.7333333333333333,False,-0.01503815954166927,-0.09397882262123981,0.05920265795646685,0.6333333333333333,False,-0.025725981085964945,-0.09128341701837725,0.03248689445320371,0.6333333333333333,False,-0.09731244138803508,-0.13178639823660634,-0.0691248594349654,-0.05456207889655199,-0.12701550274425724,0.00632533887995641,-0.05206210302088664,-0.10564214091870834,-0.007103757584075341,-0.027272733059153443,-0.05269577661058678,-0.00431166953907594,0.7,False,0.020138628363790614,-0.049452379739088066,0.09703207483998544,0.6,False,0.014637643424061661,-0.042686565049918065,0.0798129952863157,0.5333333333333333,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairGNN,GCN,pokec_n,upstreamGCN,robustness,controlled,,same_protocol,False,,complete,30,0.0003611036784103942,-0.002442644286324567,0.0029941736126616386,-0.003948619362685421,-0.012483858169446416,0.006531346514763994,-0.0015448748877228107,-0.01009406252617098,0.00642957134573174,-0.0388088990754935,-0.044437886565568144,-0.03364755721943601,1.0,True,0.025543386390073988,-0.018719050979339943,0.07529416953653298,0.5,False,0.027495170009867034,-0.013033198121063058,0.0708230556455436,0.6,False,-0.0384477953970831,-0.044838950599026574,-0.03235867889643014,0.021594767027388564,-0.026492983708933444,0.0766010468324987,0.025950295122144217,-0.014315909714891006,0.07105445589639887,-0.03844932326636464,-0.04396677286102274,-0.033429468389315535,1.0,True,0.028757706588367248,-0.016086798727322847,0.07760540509499646,0.5333333333333333,False,0.028254994230011335,-0.011624329347714792,0.06975743264388687,0.5666666666666667,False,False,False,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairGNN,GCN,pokec_z,upstreamGCN,robustness,controlled,,same_protocol,False,,complete,30,0.024262438822920902,0.018226207227025087,0.030835516457236593,-0.03625568071479812,-0.05797651609762541,-0.016069368572945466,-0.028718623023473316,-0.048246179264585035,-0.008975531176166127,-0.04537410522630721,-0.05108919847678721,-0.03988661185495547,1.0,True,0.028115864297815787,-0.0028552843979670756,0.06116887270116025,0.7,False,0.029545101070678877,-0.00019845804025196503,0.056878485554438835,0.6333333333333333,False,-0.021111666403386305,-0.02595912298105896,-0.01590670579358543,-0.008139816416982344,-0.0322519856684861,0.0157557145195963,0.0008264780472055669,-0.01966548756675789,0.021803944914264076,-0.043828422200651765,-0.05038956254847809,-0.0373983951849007,1.0,True,0.03609185673486563,0.005040653018749506,0.0667212359522455,0.7,False,0.03363288956336066,0.001984781055654532,0.06161412667367441,0.6666666666666666,False,True,False,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GCN,bail,GCN,primary,controlled,,same_protocol,True,,complete,30,0.10783663377954916,0.057471972243012655,0.15795948200366525,-0.03765328195037752,-0.05100496032882223,-0.024510286187749034,-0.009196836201151387,-0.0248647880439256,0.006277644473756758,0.0033323365414344,-0.003992930398543298,0.011844473806120047,0.5666666666666667,False,0.0050636385218032895,0.0007927297091039685,0.010039506938718525,0.7666666666666667,False,-0.005636972188986378,-0.013816321844539417,0.0014564562541606316,0.6,False,0.11116897032098355,0.06290318311111825,0.1597139723821681,-0.03258964342857423,-0.044506275215566084,-0.02096350479931404,-0.014833808390137765,-0.027105600098183365,-0.002037210224196883,0.003018146204308299,-0.0015105120092059388,0.007883202631147971,0.7,False,0.010234903896414856,-0.005649229523393816,0.026012922259262935,0.7,False,0.007890738357335034,-0.006730942421462763,0.02204165095144472,0.7,False,True,True,
FairSIN,GCN,bail,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.10762754025687254,0.05744931651197576,0.15766303016191524,-0.037774458250517944,-0.0511464791084442,-0.024593830446794345,-0.009474756247481933,-0.024984642307735713,0.005965948528902661,0.0038717935570636926,-0.003800748697219146,0.012798690159323452,0.6,False,0.0052717614646517474,0.0006647627950772174,0.010092843085199503,0.8,False,-0.004596729462794713,-0.011828648912612648,0.0017823674895763304,0.6,False,0.11149933381393627,0.062163048704285344,0.16104835196434966,-0.03250269678586621,-0.044854716051985724,-0.02052287811555256,-0.014071485710276645,-0.02738213953893372,-0.0008525573562157763,0.0021837108515243343,-0.003917585478572324,0.00855905217143748,0.5666666666666667,False,0.010539819860861131,-0.009101513416827741,0.030275862433098624,0.6666666666666666,False,0.011017708143394684,-0.0016484667511960799,0.02400533337514673,0.6666666666666666,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,credit,GCN,primary,controlled,,same_protocol,True,,complete,30,0.02062020820513276,0.013109846554207558,0.028272842010416185,0.06751787369058686,0.04453618524412395,0.09179483950256703,0.06347060753573021,0.03952740575331106,0.08858983873594381,-0.04587965452586778,-0.07089475140689115,-0.030503011206454676,0.9666666666666667,True,0.07656166495356928,0.05502304092388726,0.09850948563704924,0.8666666666666667,True,0.058928185504997475,0.03685191032030444,0.08278337696205541,0.9333333333333333,True,-0.025259446320735023,-0.050320702418249444,-0.009634008658627825,0.14407953864415615,0.11716982459092022,0.1707271180620356,0.12239879304072768,0.09413203561287144,0.15033056998539915,-0.018105115408984386,-0.0198105002838429,-0.016492529305409214,1.0,True,0.11747454481156867,0.10832356306666133,0.12777354803692076,1.0,True,0.10046080015143971,0.08474561854954302,0.11614409941186449,1.0,True,False,True,
FairSIN,GCN,credit,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.021776274268586377,0.013283245241069021,0.02993258412597968,0.05321682432209788,0.03315767446386058,0.0729693656974034,0.04855297349169806,0.02756653021447759,0.06909833033282328,-0.04896310220990192,-0.06595511265878859,-0.03584278126221919,1.0,True,0.08256181375832078,0.0549322500855742,0.10751916418151775,0.9333333333333333,True,0.06674486386581155,0.04106783154093009,0.09044832886372182,0.9333333333333333,True,-0.027186827941315543,-0.04377107103220958,-0.013539004811621588,0.13577863808041862,0.10179241864206345,0.16577254082498039,0.1152978373575096,0.08441813464532756,0.1429082652981056,-0.020070676421244972,-0.023118819562626337,-0.017424834602121318,1.0,True,0.09721059996329331,0.068746647384457,0.11958343668909739,0.9333333333333333,True,0.07607549789402196,0.04453096677925675,0.1043867057582103,0.9333333333333333,True,False,False,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,german,GCN,primary,controlled,,same_protocol,True,,complete,30,0.2165168253968254,0.17593101587301585,0.259637365079365,-0.06708178438106713,-0.1770090084701222,0.04143300926836849,-0.012811680629698683,-0.10840454834726437,0.0856005518164713,-0.10966095238095237,-0.156119873015873,-0.060102857142857166,0.9,True,0.17890743199046613,0.08268979502894816,0.2758666299799678,0.9,True,0.13216414412100536,0.054022426506802446,0.21019859943977587,0.8666666666666667,True,0.10685587301587306,0.06783222222222225,0.1462938730158731,0.11182564760939899,0.06330479333873382,0.16671778926772607,0.11935246349130667,0.067259475568005,0.17939839969202812,-0.04974476190476192,-0.07606184126984127,-0.02525657142857144,0.9,True,0.17809765617085097,0.07976996299286777,0.29148138853876404,0.9,True,0.1597526201497147,0.07673900849228575,0.2572274934138841,0.9666666666666667,True,False,False,
FairSIN,GCN,german,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.21493206349206348,0.17236177777777778,0.2599782857142857,-0.05842050842277501,-0.1605964748514167,0.04667503931192165,0.01184896361617935,-0.0749941227315394,0.10283370286441994,-0.09098793650793653,-0.1292142857142857,-0.057193873015873045,0.9333333333333333,True,0.14931328821287684,0.05675756355659264,0.24154857134367116,0.8333333333333334,True,0.08295821408350572,0.010932574696545249,0.15500404359616182,0.6551724137931034,False,0.12394412698412699,0.09023720634920639,0.15408714285714284,0.09089277979010182,0.04155583778151781,0.1473881172656113,0.09480717769968507,0.04139782466059709,0.15394231092436972,-0.07911111111111113,-0.11159111111111114,-0.04950603174603175,0.9333333333333333,True,0.21047336129713157,0.10012901165152945,0.3199264849442465,0.9666666666666667,True,0.18363967306189616,0.08820561602418744,0.2840942649945615,0.9666666666666667,True,False,False,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,pokec_n,GCN,primary,controlled,,same_protocol,True,,complete,30,-0.012115097613861503,-0.020029758340082235,-0.0042484909712775685,0.01060935774920733,-0.006777463980786124,0.031606571408553594,0.01170838436902318,-0.006188926781054397,0.03183067338826555,0.0027522852895109696,-0.0019442564466656382,0.009614802353025871,0.6,False,-0.001908624742727676,-0.01827734634291023,0.010588651790492743,0.5,False,-0.0005040255438316973,-0.01262824039144696,0.010793342330507784,0.5666666666666667,False,-0.009362812324350534,-0.016722098459063715,-0.003340633141989392,0.008700733006479654,-0.001545914621334674,0.021032898598229596,0.011204358825191486,-0.0022914442852294144,0.027464927969793555,0.0007400575185051883,-0.0010884765702769876,0.0025083011609673945,0.6666666666666666,False,0.016968883955490992,0.0034511360317575237,0.03396494205957585,0.7666666666666667,True,0.010550854949010617,-0.0016817726575825104,0.024939379016098082,0.6,False,True,True,
FairSIN,GCN,pokec_n,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,-0.012115028658237633,-0.02002965893808881,-0.0042485310530980544,0.01060935774920733,-0.006777463980786124,0.031606571408553594,0.01170838436902318,-0.006188926781054397,0.03183067338826555,0.0028543026991202703,-0.0017541295638092156,0.009583818435441718,0.6,False,-0.0007153627645720519,-0.01672807210159461,0.01123556777132442,0.5333333333333333,False,0.0005259615061979982,-0.011129691450171774,0.011356084530105177,0.6333333333333333,False,-0.009260725959117363,-0.01628358622206789,-0.00339570397079897,0.00989399498463528,-0.0007248280436069288,0.022355885695055252,0.012234345875221181,-0.0017874835933144437,0.02861228817650361,0.0006838246261593092,-0.0010982738465522032,0.0023746858059943,0.6666666666666666,False,0.020067995889373982,0.004211174321084582,0.041038919369946164,0.7,False,0.01260472460790785,-0.00014455744511344853,0.027627371651034807,0.6,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,pokec_z,GCN,primary,controlled,,same_protocol,True,,complete,30,0.0251128636061518,0.0188547199898462,0.032025451109143455,-0.03369462374795696,-0.05033315524946785,-0.016882883403105255,-0.029517979504022917,-0.047860178317454136,-0.010558977016386037,0.0012218753653554773,-0.0011110372811228971,0.003656516399979563,0.5333333333333333,False,0.01781659615580084,0.010381576838153555,0.02759849609030877,0.8666666666666667,True,0.014248809464120564,0.008237306779462862,0.02119602557630859,0.8666666666666667,True,0.02633473897150728,0.019867201984226375,0.03335085999723279,-0.015878027592156122,-0.037092452221662985,0.006549578126078426,-0.015269170039902354,-0.034833679011971756,0.006851464137343596,-0.0008232441579612337,-0.00283354220602761,0.0007343781206816225,0.5,False,0.017165273197880773,0.007971867224744364,0.02882913642543777,0.8,True,0.013000772394248194,-0.00035831937844796595,0.02969625922677199,0.7,False,True,True,
FairSIN,GCN,pokec_z,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.02511297539482316,0.018854762412126098,0.03202566094253075,-0.03369462374795696,-0.05033315524946785,-0.016882883403105255,-0.029517979504022917,-0.047860178317454136,-0.010558977016386037,0.0012626292153814019,-0.0010658231924471565,0.0036815873165841257,0.5333333333333333,False,0.01639795378684522,0.007789330366882201,0.02683567749999647,0.8333333333333334,True,0.013890699881817426,0.007907229946911114,0.020875771567353985,0.8666666666666667,True,0.02637560461020456,0.019917346812869247,0.03335830143278543,-0.01729666996111174,-0.04081715207892949,0.006308592699745069,-0.015627279622205496,-0.035498107521388135,0.006749492604665473,-0.0008224818773456711,-0.002833945394628835,0.0007361907041024254,0.5,False,0.017168121698590225,0.007977434083577435,0.02882913642543777,0.8,True,0.012934238794780461,-0.0004228844414774485,0.029664017675721712,0.7,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GIN,bail,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.10971394113277397,0.05393202006797829,0.16325708999328079,-0.036134441283050926,-0.05247809182517988,-0.018859416803282385,-0.016873969575079212,-0.03319178622695785,-0.0014379756513915904,0.00662164776907388,-0.008399857713217794,0.024222537713554534,0.5333333333333333,False,0.00024102766412774045,-0.008858769000315058,0.009053222502608498,0.6,False,-0.010675606368361493,-0.020100287560076962,-0.0002780645035095313,0.7,False,0.11633558890184782,0.0665548832790487,0.16440327368653065,-0.035893413618923196,-0.04846878817427041,-0.02307630241619845,-0.027549575943440704,-0.0430642068161742,-0.016759104412107394,-0.0017992412647101794,-0.007351812024817885,0.0032932338237829754,0.5,False,-0.0001860472628712607,-0.006926290561339383,0.006044134062581522,0.6,False,-0.0054064205495401195,-0.01578176036343806,0.0038488873448908343,0.5666666666666667,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,bail,GIN,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.11021173122663945,0.054363271034158486,0.16376016115503886,-0.03695324588413259,-0.05343508865506663,-0.019303050170323077,-0.017300911990312712,-0.03349311443432411,-0.0017727696958690963,0.004201812668938054,-0.008220354178082243,0.018192310238372925,0.5666666666666667,False,0.002953822745287371,-0.005186595265232269,0.010921812028063785,0.6,False,-0.00808130617620361,-0.01643867658365486,0.00026223303658351,0.6333333333333333,False,0.11441354389557754,0.06434838093700221,0.16308187814789818,-0.03399942313884522,-0.04591218100810495,-0.021741492787613288,-0.025382218166516323,-0.03868442381948478,-0.012224901075680599,-0.0026808536365111714,-0.007704259353007505,0.0018680700482592051,0.6333333333333333,False,-0.002622538130050501,-0.01010905012455625,0.005137823136478766,0.6333333333333333,False,-0.008001138256541718,-0.019812598497206884,0.0033429449397243288,0.6333333333333333,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,credit,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.002342957023640698,-0.005740911789506529,0.009743342745917281,0.11903051830173676,0.08970147090786136,0.14489046819961623,0.12075643734227892,0.09278623790662936,0.14685619208005174,-0.03454253545078118,-0.04975191638255717,-0.024372442115773312,1.0,True,0.06049274789960298,0.04591178022439678,0.07738236238611523,1.0,True,0.03583459098939653,0.018827986158699645,0.05353415742110643,1.0,True,-0.03219957842714048,-0.04839119274978892,-0.019340080231072868,0.17952326620133974,0.15743074896077852,0.20176848922153953,0.15659102833167549,0.13189808314298487,0.18201311568310438,-0.034885807706375546,-0.03870369940383529,-0.030802660350951125,1.0,True,-0.04958819249850907,-0.13133734630407437,0.016910955379887894,0.6,False,-0.055324931782494265,-0.1448358361636907,0.007845944319060747,0.6333333333333333,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,credit,GIN,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.00523851249732676,-0.002594737237964728,0.012318517431511758,0.123885528261995,0.10100776616519767,0.1463750011507726,0.12142830526097974,0.09642765550486299,0.14709305260635025,-0.029047355207692763,-0.035041855435190214,-0.024285610056903786,1.0,True,0.053808523399342424,0.039747491648384224,0.0691926494299318,1.0,True,0.030936845970970923,0.015903438921472012,0.04764813023245123,1.0,True,-0.023808842710366002,-0.03272633780688206,-0.01592815652566781,0.17769405166133737,0.15551830169265926,0.1992994509575942,0.15236515123195066,0.12628612570645942,0.1776138482723784,-0.03695342179573031,-0.03998270584321502,-0.03391186510679823,1.0,True,0.002569774698490225,-0.03264506480808858,0.028176060248019538,0.8,False,0.0011757728112924064,-0.04220347249572929,0.029880287838181332,0.8666666666666667,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,german,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.22410539682539682,0.19507726984126986,0.2542440952380953,0.07202838232772926,0.010644972403266595,0.13662594426552732,0.11305184110878395,0.060111496724428566,0.1733209381860014,-0.002854603174603165,-0.013791047619047618,0.00859434920634922,0.5333333333333333,False,0.0013284817005857327,-0.026310540546647287,0.03207605686921531,0.6551724137931034,False,-0.009252633588896556,-0.028738442937754315,0.007015646147347799,0.6071428571428571,False,0.22125079365079367,0.19537212698412695,0.24801476190476196,0.07335686402831502,0.022329129608190206,0.1323818967553546,0.1037992075198874,0.05023888279706093,0.16670633940677337,-0.010364444444444438,-0.017574666666666662,-0.004805015873015869,0.8,True,-0.021136730904774418,-0.09037296233240795,0.04645441500185373,0.5517241379310345,False,-0.02121875434570991,-0.08478600752268994,0.03933488284202567,0.5666666666666667,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,german,GIN,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.22445968253968254,0.19672730158730167,0.25409787301587305,0.07005371912941029,0.008633486997583182,0.1370525945807494,0.10765156099673914,0.055733617354595456,0.17130423458360888,-0.00898031746031746,-0.03114926984126986,0.013463111111111122,0.6,False,0.03527609979045831,0.005435039894539559,0.06661843721608893,0.7241379310344828,False,0.004169381162630531,-0.02371230392156862,0.02790793183940237,0.5357142857142857,False,0.21547936507936513,0.18086726984126983,0.24985492063492068,0.10532981891986856,0.059154442762710764,0.15843353431407517,0.11182094215936965,0.06354910798095831,0.1661251760435261,-0.01090793650793651,-0.022059936507936515,-0.001061523809523809,0.8,True,0.01934013775832111,-0.06683285847981436,0.10330010936704613,0.5333333333333333,False,0.008419492897631857,-0.07856562562525009,0.0862189802587702,0.5172413793103449,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,pokec_n,GIN,robustness,controlled,,same_protocol,False,,complete,30,-0.02858665706355059,-0.03568767228322358,-0.022482164230149294,0.006124939549265504,-0.03641337928657519,0.053034968154696105,0.022919188535910337,-0.018204540273805987,0.06850992880975895,0.005317402141658615,-0.0035915677151848566,0.016313924917369563,0.6,False,0.006789535548717904,-0.008174626946406683,0.025823683518248722,0.5,False,0.0008290845287196905,-0.020546565928526304,0.01999944619129152,0.5666666666666667,False,-0.023269254921891976,-0.030263484913566976,-0.0157802327940638,0.012914475097983404,-0.026830603549181868,0.05584004892216397,0.023748273064630024,-0.008969233339434966,0.05915435670147733,0.005049740134731336,0.0016403042334379803,0.008537083176071072,0.6666666666666666,False,0.002764384189950748,-0.01832430314608295,0.024906016000876406,0.5666666666666667,False,-0.002090155857172588,-0.02173048061943984,0.016225028290260707,0.5666666666666667,False,False,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,pokec_n,GIN,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,-0.029189651470846123,-0.03579018754100373,-0.023346829171770448,-0.0007202447249174571,-0.04043249357132041,0.04258116911839494,0.016382189171370336,-0.022020477347527195,0.05715657025377771,0.007805258287630364,0.00038223521196350055,0.017172657197852517,0.6666666666666666,False,0.014743816585292613,-0.00253484149846734,0.03182386022140933,0.7,False,0.006587111920516275,-0.008809909710371627,0.021535932061454054,0.6333333333333333,False,-0.02138439318321576,-0.02741316844967809,-0.015242064024556174,0.014023571860375148,-0.026397480191830566,0.05517065175896642,0.02296930109188661,-0.011934586234317117,0.05857839469250096,0.004202303722942716,0.0007036660051928638,0.008232860264400734,0.7333333333333333,False,0.0002684954797303472,-0.015231198966683188,0.014187141023479743,0.5333333333333333,False,0.005864892755469534,-0.01030183595689568,0.0222969831065368,0.6333333333333333,False,False,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
